annotation_id,annotator,created_at,duygu_label,hizmet_label,id,kullanım_label,lead_time,text,updated_at
3400.0,1.0,2024-08-06T13:13:03.504707Z,"[{""start"":0,""end"":9,""text"":""kaliteli "",""labels"":[""positive""]},{""start"":9,""end"":19,""text"":""kullanışlı"",""labels"":[""positive""]}]",,35049.0,"[{""start"":0,""end"":9,""text"":""kaliteli "",""labels"":[""Performans""]},{""start"":9,""end"":19,""text"":""kullanışlı"",""labels"":[""Performans""]}]",9.068,kaliteli kullanışlı bir ürün gerçek süper,2024-08-06T13:13:03.504707Z
3401.0,1.0,2024-08-06T13:13:03.504707Z,,,35050.0,"[{""start"":8,""end"":22,""text"":"" ses kalitesi "",""labels"":[""Ses kalitesi""]}]",3.708,kaliteli ses kalitesi iyiydi,2024-08-06T13:13:03.504707Z
3402.0,1.0,2024-08-06T13:13:03.504707Z,"[{""start"":0,""end"":12,""text"":""ses kalitesi"",""labels"":[""positive""]}]",,35051.0,"[{""start"":0,""end"":12,""text"":""ses kalitesi"",""labels"":[""Ses kalitesi""]}]",8.037,ses kalitesi iyi,2024-08-06T13:13:03.504707Z
3403.0,1.0,2024-08-06T13:13:03.505608Z,"[{""start"":0,""end"":3,""text"":""bas"",""labels"":[""positive""]},{""start"":4,""end"":7,""text"":""tiz"",""labels"":[""positive""]},{""start"":12,""end"":15,""text"":""net"",""labels"":[""positive""]}]",,35052.0,"[{""start"":0,""end"":3,""text"":""bas"",""labels"":[""Ses kalitesi""]},{""start"":4,""end"":7,""text"":""tiz"",""labels"":[""Ses kalitesi""]},{""start"":12,""end"":15,""text"":""net"",""labels"":[""Ses kalitesi""]}]",18.632,bas tiz ses net gel ürün beğen kullan,2024-08-06T13:13:03.505608Z
3404.0,1.0,2024-08-06T13:13:03.505608Z,"[{""start"":5,""end"":11,""text"":"" kargo"",""labels"":[""positive""]}]","[{""start"":5,""end"":11,""text"":"" kargo"",""labels"":[""Paketleme ve Teslimat""]}]",35053.0,,5.001,hızlı kargo temiz ürün teşekkür et,2024-08-06T13:13:03.505608Z
3405.0,1.0,2024-08-06T13:13:03.505608Z,"[{""start"":53,""end"":63,""text"":""kullanışlı"",""labels"":[""positive""]}]",,35054.0,"[{""start"":53,""end"":63,""text"":""kullanışlı"",""labels"":[""Performans""]}]",8.273,beğendi arkadaş öneri al mobil oyun oynamak al gayet kullanışlı gecikme yapmayan bir cihaz beğendi,2024-08-06T13:13:03.505608Z
3406.0,1.0,2024-08-06T13:13:03.505608Z,"[{""start"":28,""end"":31,""text"":""gel"",""labels"":[""positive""]}]","[{""start"":28,""end"":31,""text"":""gel"",""labels"":[""Paketleme ve Teslimat""]}]",35055.0,,13.483,ürün güzel tavsiye et kolay gel,2024-08-06T13:13:03.505608Z
3407.0,1.0,2024-08-06T13:13:03.505608Z,"[{""start"":6,""end"":18,""text"":""ses kalitesi"",""labels"":[""positive""]}]",,35056.0,"[{""start"":6,""end"":18,""text"":""ses kalitesi"",""labels"":[""Ses kalitesi""]}]",5.967,güzel ses kalitesi ürün gönül rahatlığıyla al de,2024-08-06T13:13:03.505608Z
3408.0,1.0,2024-08-06T13:13:03.505608Z,"[{""start"":14,""end"":27,""text"":""ses kalitesi "",""labels"":[""positive""]}]",,35057.0,"[{""start"":14,""end"":27,""text"":""ses kalitesi "",""labels"":[""Ses kalitesi""]}]",6.396,mükemmel ürün ses kalitesi baya iyi iphone kullan olarak söyle şimdiki telefon xiaomi xx pro efsane bas vur tavsiye et dost,2024-08-06T13:13:03.505608Z
3410.0,1.0,2024-08-06T13:13:03.505608Z,"[{""start"":14,""end"":18,""text"":""ses "",""labels"":[""positive""]},{""start"":31,""end"":36,""text"":""kablo"",""labels"":[""positive""]},{""start"":42,""end"":48,""text"":""fiyat "",""labels"":[""positive""]}]","[{""start"":42,""end"":48,""text"":""fiyat "",""labels"":[""Fiyat""]}]",35059.0,"[{""start"":14,""end"":18,""text"":""ses "",""labels"":[""Ses kalitesi""]},{""start"":31,""end"":36,""text"":""kablo"",""labels"":[""Tasarım""]}]",14.968,sorunsuz ulaş ses baya iyi çık kablo uzun fiyat kaçmaz,2024-08-06T13:13:03.505608Z
3411.0,1.0,2024-08-06T13:13:03.505608Z,"[{""start"":2,""end"":6,""text"":""sene"",""labels"":[""positive""]}]",,35060.0,"[{""start"":2,""end"":6,""text"":""sene"",""labels"":[""Pil Ömrü""]}]",8.406,1 sene beri kullan süper ürün,2024-08-06T13:13:03.505608Z
3412.0,1.0,2024-08-06T13:13:03.505608Z,"[{""start"":32,""end"":35,""text"":""ses"",""labels"":[""positive""]},{""start"":54,""end"":60,""text"":""kablo "",""labels"":[""positive""]},{""start"":109,""end"":114,""text"":""süre "",""labels"":[""positive""]}]",,35061.0,"[{""start"":32,""end"":35,""text"":""ses"",""labels"":[""Ses kalitesi""]},{""start"":54,""end"":60,""text"":""kablo "",""labels"":[""Tasarım""]},{""start"":109,""end"":114,""text"":""süre "",""labels"":[""Pil Ömrü""]}]",30.304,kulaklık neredeyse dışarı gelen ses tamamen kes yassı kablo ol bir avantaj kulaklık dikkatli kullan uzun bir süre götür gel ay al memnunum tavsiye et,2024-08-06T13:13:03.505608Z
3413.0,1.0,2024-08-06T13:13:03.505608Z,"[{""start"":0,""end"":13,""text"":""ses kalitesi "",""labels"":[""positive""]},{""start"":17,""end"":27,""text"":""paketleme "",""labels"":[""positive""]}]","[{""start"":17,""end"":27,""text"":""paketleme "",""labels"":[""Paketleme ve Teslimat""]}]",35062.0,"[{""start"":0,""end"":13,""text"":""ses kalitesi "",""labels"":[""Ses kalitesi""]}]",8.773,ses kalitesi iyi paketleme güzeldi,2024-08-06T13:13:03.505608Z
3415.0,1.0,2024-08-06T13:13:03.505608Z,"[{""start"":8,""end"":13,""text"":""fiyat"",""labels"":[""positive""]}]","[{""start"":8,""end"":13,""text"":""fiyat"",""labels"":[""Fiyat""]}]",35064.0,,6.046,iyi bir fiyat performans kulaklık,2024-08-06T13:13:03.505608Z
3416.0,1.0,2024-08-06T13:13:03.505608Z,"[{""start"":0,""end"":8,""text"":""kulağıma"",""labels"":[""negative""]},{""start"":39,""end"":52,""text"":""ses kalitesi "",""labels"":[""positive""]}]",,35065.0,"[{""start"":0,""end"":8,""text"":""kulağıma"",""labels"":[""Konfor""]},{""start"":39,""end"":52,""text"":""ses kalitesi "",""labels"":[""Ses kalitesi""]}]",17.588,kulağıma büyük gel rahat kullanılmıyor ses kalitesi falan güzel,2024-08-06T13:13:03.505608Z
3417.0,1.0,2024-08-06T13:13:03.510608Z,"[{""start"":32,""end"":40,""text"":""kaliteli"",""labels"":[""positive""]}]",,35066.0,"[{""start"":32,""end"":40,""text"":""kaliteli"",""labels"":[""Performans""]}]",7.65,memnun kaldığım bir kulaklık ol kaliteli,2024-08-06T13:13:03.510608Z
3418.0,1.0,2024-08-06T13:13:03.510608Z,"[{""start"":5,""end"":14,""text"":"" kaliteli"",""labels"":[""positive""]}]",,35067.0,"[{""start"":5,""end"":14,""text"":"" kaliteli"",""labels"":[""Performans""]}]",3.224,güzel kaliteli teşekkür,2024-08-06T13:13:03.510608Z
3420.0,1.0,2024-08-06T13:13:03.510608Z,"[{""start"":11,""end"":19,""text"":""indirim "",""labels"":[""positive""]}]","[{""start"":11,""end"":19,""text"":""indirim "",""labels"":[""Fiyat""]}]",35069.0,,4.015,güzel ürün indirim alın fiyat ürün,2024-08-06T13:13:03.510608Z
3423.0,1.0,2024-08-06T13:13:03.510608Z,"[{""start"":8,""end"":21,""text"":"" ses kalitesi"",""labels"":[""positive""]},{""start"":28,""end"":33,""text"":""kargo"",""labels"":[""positive""]}]","[{""start"":28,""end"":33,""text"":""kargo"",""labels"":[""Paketleme ve Teslimat""]}]",35072.0,"[{""start"":8,""end"":21,""text"":"" ses kalitesi"",""labels"":[""Ses kalitesi""]}]",7.099,iste gel ses kalitesi güzel kargo hızlı,2024-08-06T13:13:03.510608Z
3424.0,1.0,2024-08-06T13:13:03.510608Z,"[{""start"":5,""end"":14,""text"":""ullanışlı"",""labels"":[""positive""]}]",,35073.0,"[{""start"":5,""end"":14,""text"":""ullanışlı"",""labels"":[""Performans""]}]",4.804,çok kullanışlı kardeş memnun,2024-08-06T13:13:03.510608Z
3425.0,1.0,2024-08-06T13:13:03.510608Z,"[{""start"":21,""end"":30,""text"":""paketleme"",""labels"":[""negative""]}]","[{""start"":21,""end"":30,""text"":""paketleme"",""labels"":[""Paketleme ve Teslimat""]}]",35074.0,,17.994,ürün güzel bekle gel paketleme iyi yap,2024-08-06T13:13:03.511701Z
3428.0,1.0,2024-08-06T13:13:03.511701Z,"[{""start"":0,""end"":9,""text"":""kaliteli "",""labels"":[""positive""]},{""start"":16,""end"":23,""text"":""eslimat"",""labels"":[""positive""]}]","[{""start"":16,""end"":23,""text"":""eslimat"",""labels"":[""Paketleme ve Teslimat""]}]",35077.0,"[{""start"":0,""end"":9,""text"":""kaliteli "",""labels"":[""Performans""]}]",7.037,kaliteli hızlı teslimat,2024-08-06T13:13:03.511701Z
3429.0,1.0,2024-08-06T13:13:03.511701Z,"[{""start"":5,""end"":13,""text"":""kaliteli"",""labels"":[""positive""]},{""start"":20,""end"":24,""text"":"" gel"",""labels"":[""positive""]},{""start"":25,""end"":29,""text"":""ses "",""labels"":[""positive""]}]","[{""start"":20,""end"":24,""text"":"" gel"",""labels"":[""Paketleme ve Teslimat""]}]",35078.0,"[{""start"":5,""end"":13,""text"":""kaliteli"",""labels"":[""Performans""]},{""start"":25,""end"":29,""text"":""ses "",""labels"":[""Ses kalitesi""]}]",21.976,ürün kaliteli sağlam gel ses iyi bir şekil çık,2024-08-06T13:13:03.511701Z
3430.0,1.0,2024-08-06T13:13:03.511701Z,"[{""start"":9,""end"":20,""text"":""kullanışlı "",""labels"":[""positive""]},{""start"":20,""end"":25,""text"":""fiyat"",""labels"":[""positive""]}]","[{""start"":20,""end"":25,""text"":""fiyat"",""labels"":[""Fiyat""]}]",35079.0,"[{""start"":9,""end"":20,""text"":""kullanışlı "",""labels"":[""Performans""]}]",12.901,kulaklık kullanışlı fiyat performans ürün,2024-08-06T13:13:03.511701Z
3431.0,1.0,2024-08-06T13:13:03.511701Z,"[{""start"":11,""end"":19,""text"":""kaliteli"",""labels"":[""positive""]},{""start"":20,""end"":25,""text"":""fiyat"",""labels"":[""positive""]}]","[{""start"":20,""end"":25,""text"":""fiyat"",""labels"":[""Fiyat""]}]",35080.0,"[{""start"":11,""end"":19,""text"":""kaliteli"",""labels"":[""Performans""]}]",10.861,ürün gayet kaliteli fiyat performans ürün,2024-08-06T13:13:03.511701Z
3433.0,1.0,2024-08-06T13:13:03.511701Z,"[{""start"":0,""end"":6,""text"":""fiyat "",""labels"":[""positive""]},{""start"":29,""end"":40,""text"":""kullanışlı "",""labels"":[""positive""]}]","[{""start"":0,""end"":6,""text"":""fiyat "",""labels"":[""Fiyat""]}]",35082.0,"[{""start"":29,""end"":40,""text"":""kullanışlı "",""labels"":[""Performans""]}]",8.767,fiyat göre mükemmel bir ürün kullanışlı uygun fiyat bir ürün ol tercih et,2024-08-06T13:13:03.511701Z
3434.0,1.0,2024-08-06T13:13:03.511701Z,"[{""start"":15,""end"":20,""text"":"" ses "",""labels"":[""positive""]}]",,35083.0,"[{""start"":15,""end"":20,""text"":"" ses "",""labels"":[""Ses kalitesi""]}]",3.295,harika bir ürün ses güzel,2024-08-06T13:13:03.511701Z
3435.0,1.0,2024-08-06T13:13:03.511701Z,"[{""start"":12,""end"":25,""text"":""ses kalitesi "",""labels"":[""positive""]}]",,35084.0,"[{""start"":12,""end"":25,""text"":""ses kalitesi "",""labels"":[""Ses kalitesi""]}]",8.04,bekle güzel ses kalitesi oldukça iyi tavsiye et,2024-08-06T13:13:03.511701Z
3436.0,1.0,2024-08-06T13:13:03.511701Z,"[{""start"":15,""end"":23,""text"":""kaliteli"",""labels"":[""positive""]}]",,35085.0,"[{""start"":15,""end"":23,""text"":""kaliteli"",""labels"":[""Performans""]}]",4.844,gerçek beğendi kaliteli,2024-08-06T13:13:03.511701Z
3437.0,1.0,2024-08-06T13:13:03.511701Z,"[{""start"":37,""end"":44,""text"":""ulastii"",""labels"":[""positive""]}]","[{""start"":37,""end"":44,""text"":""ulastii"",""labels"":[""Paketleme ve Teslimat""]}]",35086.0,,12.806,ses kalitesi gayet iyi ürün el hizli ulastii,2024-08-06T13:13:03.511701Z
3439.0,1.0,2024-08-06T13:13:03.511701Z,"[{""start"":0,""end"":12,""text"":""ses kalitesi"",""labels"":[""positive""]}]",,35088.0,"[{""start"":0,""end"":12,""text"":""ses kalitesi"",""labels"":[""Ses kalitesi""]}]",3.588,ses kalitesi mükemmellll yaaa aşırı iyi,2024-08-06T13:13:03.511701Z
3440.0,1.0,2024-08-06T13:13:03.511701Z,"[{""start"":19,""end"":25,""text"":""davran"",""labels"":[""positive""]}]","[{""start"":19,""end"":25,""text"":""davran"",""labels"":[""Fiyat""]}]",35089.0,,38.515,güzel gayet ilgili davran,2024-08-06T13:13:03.511701Z
3442.0,1.0,2024-08-06T13:13:03.512706Z,"[{""start"":46,""end"":52,""text"":""baslar"",""labels"":[""positive""]},{""start"":0,""end"":5,""text"":""fiyat"",""labels"":[""positive""]}]","[{""start"":0,""end"":5,""text"":""fiyat"",""labels"":[""Fiyat""]}]",35091.0,"[{""start"":46,""end"":52,""text"":""baslar"",""labels"":[""Ses kalitesi""]}]",9.531,fiyat göre iyi Premium bir his telefon xiaomi baslar efekt süper,2024-08-06T13:13:03.512706Z
3443.0,1.0,2024-08-06T13:13:03.512706Z,"[{""start"":0,""end"":4,""text"":""ses "",""labels"":[""positive""]}]",,35092.0,"[{""start"":0,""end"":4,""text"":""ses "",""labels"":[""Ses kalitesi""]}]",3.089,ses muazzam düşün alın,2024-08-06T13:13:03.512706Z
3444.0,1.0,2024-08-06T13:13:03.512706Z,"[{""start"":22,""end"":28,""text"":""sağlam"",""labels"":[""positive""]},{""start"":33,""end"":45,""text"":""ses kalitesi"",""labels"":[""positive""]}]",,35093.0,"[{""start"":22,""end"":28,""text"":""sağlam"",""labels"":[""Performans""]},{""start"":33,""end"":45,""text"":""ses kalitesi"",""labels"":[""Ses kalitesi""]}]",8.008,xiaomi kulaklık gayet sağlam dur ses kalitesi yeterli,2024-08-06T13:13:03.512706Z
3445.0,1.0,2024-08-06T13:13:03.512706Z,"[{""start"":0,""end"":6,""text"":""fiyat "",""labels"":[""positive""]},{""start"":6,""end"":13,""text"":""kalite "",""labels"":[""positive""]}]","[{""start"":0,""end"":6,""text"":""fiyat "",""labels"":[""Fiyat""]}]",35094.0,"[{""start"":6,""end"":13,""text"":""kalite "",""labels"":[""Performans""]}]",9.913,fiyat kalite olarak güzel bir ürün tavsiye et,2024-08-06T13:13:03.512706Z
3446.0,1.0,2024-08-06T13:13:03.512706Z,"[{""start"":25,""end"":30,""text"":""kulak"",""labels"":[""positive""]},{""start"":0,""end"":9,""text"":""kaliteli "",""labels"":[""positive""]}]",,35095.0,"[{""start"":25,""end"":30,""text"":""kulak"",""labels"":[""Konfor""]},{""start"":0,""end"":9,""text"":""kaliteli "",""labels"":[""Performans""]}]",16.241,kaliteli güzel bir şekil kulak otur,2024-08-06T13:13:03.512706Z
3447.0,1.0,2024-08-06T13:13:03.512706Z,"[{""start"":15,""end"":23,""text"":""fiyatida"",""labels"":[""positive""]}]","[{""start"":15,""end"":23,""text"":""fiyatida"",""labels"":[""Fiyat""]}]",35096.0,,5.483,güzel memnunum fiyatida uygundur,2024-08-06T13:13:03.512706Z
3449.0,1.0,2024-08-06T13:13:03.512706Z,"[{""start"":7,""end"":16,""text"":""kaliteli "",""labels"":[""positive""]},{""start"":26,""end"":38,""text"":""ses kalitesi"",""labels"":[""positive""]}]",,35098.0,"[{""start"":7,""end"":16,""text"":""kaliteli "",""labels"":[""Performans""]},{""start"":26,""end"":38,""text"":""ses kalitesi"",""labels"":[""Ses kalitesi""]}]",20.84,harika kaliteli bir hissi ses kalitesi yüksek,2024-08-06T13:13:03.512706Z
3450.0,1.0,2024-08-06T13:13:03.512706Z,"[{""start"":5,""end"":12,""text"":"" sağlam"",""labels"":[""positive""]}]",,35099.0,"[{""start"":5,""end"":12,""text"":"" sağlam"",""labels"":[""Performans""]}]",24.435,halen sağlam,2024-08-06T13:13:03.512706Z
3451.0,1.0,2024-08-06T13:13:03.512706Z,"[{""start"":14,""end"":19,""text"":"" ses "",""labels"":[""positive""]},{""start"":23,""end"":29,""text"":""fiyat "",""labels"":[""positive""]},{""start"":78,""end"":86,""text"":""mikrofon"",""labels"":[""positive""]}]","[{""start"":23,""end"":29,""text"":""fiyat "",""labels"":[""Fiyat""]}]",35100.0,"[{""start"":14,""end"":19,""text"":"" ses "",""labels"":[""Ses kalitesi""]},{""start"":78,""end"":86,""text"":""mikrofon"",""labels"":[""Mikrofon kalitesi""]}]",14.16,kulaklık güzel ses ver fiyat uygun fiyat alın iyi bir kulaklık kulaklık rahat mikrofon kısım sorunsuz çalış uygun fiyat bir kulaklık ara öde alın,2024-08-06T13:13:03.512706Z
3452.0,1.0,2024-08-06T13:13:03.512706Z,"[{""start"":0,""end"":8,""text"":""kaliteli"",""labels"":[""positive""]}]",,35101.0,"[{""start"":0,""end"":8,""text"":""kaliteli"",""labels"":[""Performans""]}]",4.323,kaliteli uygun ürün,2024-08-06T13:13:03.512706Z
3453.0,1.0,2024-08-06T13:13:03.512706Z,"[{""start"":10,""end"":22,""text"":""ses kalitesi"",""labels"":[""positive""]},{""start"":65,""end"":73,""text"":""bozulmaz"",""labels"":[""neutral""]}]",,35102.0,"[{""start"":10,""end"":22,""text"":""ses kalitesi"",""labels"":[""Ses kalitesi""]},{""start"":65,""end"":73,""text"":""bozulmaz"",""labels"":[""Pil Ömrü""]}]",12.185,iyi gözük ses kalitesi falan gayet iyi tavsiye et inşallah çabuk bozulmaz,2024-08-06T13:13:03.512706Z
3455.0,1.0,2024-08-06T13:13:03.513670Z,"[{""start"":5,""end"":16,""text"":"" kullanışlı"",""labels"":[""positive""]}]",,35104.0,"[{""start"":5,""end"":16,""text"":"" kullanışlı"",""labels"":[""Performans""]}]",4.017,güzel kullanışlı,2024-08-06T13:13:03.513670Z
3456.0,1.0,2024-08-06T13:13:03.513670Z,"[{""start"":13,""end"":18,""text"":""fiyat"",""labels"":[""positive""]},{""start"":32,""end"":45,""text"":""kaliteli ses "",""labels"":[""positive""]},{""start"":45,""end"":54,""text"":""mikrofon "",""labels"":[""positive""]},{""start"":114,""end"":120,""text"":""kargo "",""labels"":[""positive""]}]","[{""start"":13,""end"":18,""text"":""fiyat"",""labels"":[""Fiyat""]},{""start"":114,""end"":120,""text"":""kargo "",""labels"":[""Paketleme ve Teslimat""]}]",35105.0,"[{""start"":32,""end"":45,""text"":""kaliteli ses "",""labels"":[""Ses kalitesi""]},{""start"":45,""end"":54,""text"":""mikrofon "",""labels"":[""Mikrofon kalitesi""]}]",21.488,151 tl ye al fiyat hak et gayet kaliteli ses mikrofon beğendi net ilet ses pazar gün sipariş ver çarşamba el ulaş kargo sorun yaşamadım,2024-08-06T13:13:03.513670Z
3459.0,1.0,2024-08-06T13:13:03.513670Z,"[{""start"":11,""end"":17,""text"":""fiyat "",""labels"":[""positive""]},{""start"":0,""end"":10,""text"":""kullanışlı"",""labels"":[""positive""]}]","[{""start"":11,""end"":17,""text"":""fiyat "",""labels"":[""Fiyat""]}]",35108.0,"[{""start"":0,""end"":10,""text"":""kullanışlı"",""labels"":[""Performans""]}]",12.106,kullanışlı fiyat gayet iyi,2024-08-06T13:13:03.513670Z
3460.0,1.0,2024-08-06T13:13:03.513670Z,"[{""start"":0,""end"":13,""text"":""ses kalitesi "",""labels"":[""positive""]},{""start"":28,""end"":31,""text"":""gel"",""labels"":[""positive""]}]","[{""start"":28,""end"":31,""text"":""gel"",""labels"":[""Paketleme ve Teslimat""]}]",35109.0,"[{""start"":0,""end"":13,""text"":""ses kalitesi "",""labels"":[""Ses kalitesi""]}]",8.446,ses kalitesi çok iyi sağlam gel,2024-08-06T13:13:03.513670Z
3461.0,1.0,2024-08-06T13:13:03.514608Z,"[{""start"":0,""end"":5,""text"":""fiyat"",""labels"":[""positive""]},{""start"":17,""end"":27,""text"":""performans"",""labels"":[""positive""]}]","[{""start"":0,""end"":5,""text"":""fiyat"",""labels"":[""Fiyat""]}]",35110.0,"[{""start"":17,""end"":27,""text"":""performans"",""labels"":[""Performans""]}]",12.657,fiyat göre güzel performans sağla,2024-08-06T13:13:03.514608Z
3462.0,1.0,2024-08-06T13:13:03.514608Z,"[{""start"":9,""end"":12,""text"":""gel"",""labels"":[""positive""]}]","[{""start"":9,""end"":12,""text"":""gel"",""labels"":[""Paketleme ve Teslimat""]}]",35111.0,,3.616,sorunsuz gel,2024-08-06T13:13:03.514608Z
3463.0,1.0,2024-08-06T13:13:03.514608Z,"[{""start"":0,""end"":12,""text"":""bas tiz ses "",""labels"":[""positive""]},{""start"":20,""end"":25,""text"":""kulak"",""labels"":[""positive""]}]",,35112.0,"[{""start"":0,""end"":12,""text"":""bas tiz ses "",""labels"":[""Ses kalitesi""]},{""start"":20,""end"":25,""text"":""kulak"",""labels"":[""Konfor""]}]",19.398,bas tiz ses ver iyi kulak iç fiziki uyum güzel,2024-08-06T13:13:03.514608Z
3464.0,1.0,2024-08-06T13:13:03.514608Z,"[{""start"":0,""end"":12,""text"":""ses kalitesi"",""labels"":[""positive""]},{""start"":23,""end"":28,""text"":""kulak"",""labels"":[""positive""]},{""start"":65,""end"":74,""text"":""mikrofon "",""labels"":[""positive""]}]",,35113.0,"[{""start"":0,""end"":12,""text"":""ses kalitesi"",""labels"":[""Ses kalitesi""]},{""start"":23,""end"":28,""text"":""kulak"",""labels"":[""Konfor""]},{""start"":65,""end"":74,""text"":""mikrofon "",""labels"":[""Mikrofon kalitesi""]}]",289.501,ses kalitesi bekle iyi kulak rahat dur 3 farkli kulaklik basligi mikrofon iyi temiz tavsiye et,2024-08-06T13:13:03.514608Z
3466.0,1.0,2024-08-06T13:13:03.518617Z,"[{""start"":4,""end"":11,""text"":""kalite "",""labels"":[""positive""]}]",,35115.0,"[{""start"":4,""end"":11,""text"":""kalite "",""labels"":[""Performans""]}]",3.295,iyi kalite teşekkür,2024-08-06T13:13:03.518617Z
3467.0,1.0,2024-08-06T13:13:03.518617Z,"[{""start"":18,""end"":21,""text"":""gel"",""labels"":[""positive""]}]","[{""start"":18,""end"":21,""text"":""gel"",""labels"":[""Paketleme ve Teslimat""]}]",35116.0,,20.836,hizli gayet güzel gel bir süre kullanım tekrar yazar sandık memnunum teşekkür,2024-08-06T13:13:03.518617Z
3468.0,1.0,2024-08-06T13:13:03.518617Z,"[{""start"":11,""end"":19,""text"":""orijinal"",""labels"":[""positive""]},{""start"":20,""end"":32,""text"":""ses kalitesi"",""labels"":[""positive""]}]","[{""start"":11,""end"":19,""text"":""orijinal"",""labels"":[""Orjinallik""]}]",35117.0,"[{""start"":20,""end"":32,""text"":""ses kalitesi"",""labels"":[""Ses kalitesi""]}]",8.602,güzel ürün orijinal ses kalitesi iyi xiaomi telefon kullan etki mı bilemem,2024-08-06T13:13:03.518617Z
3469.0,1.0,2024-08-06T13:13:03.518617Z,"[{""start"":41,""end"":48,""text"":"" fiyat "",""labels"":[""positive""]},{""start"":12,""end"":20,""text"":""sipariş "",""labels"":[""positive""]}]","[{""start"":41,""end"":48,""text"":"" fiyat "",""labels"":[""Fiyat""]},{""start"":12,""end"":20,""text"":""sipariş "",""labels"":[""Paketleme ve Teslimat""]}]",35118.0,,13.593,ürün üçüncü sipariş et gayet memnunum bir fiyat performans ürün,2024-08-06T13:13:03.518617Z
3470.0,1.0,2024-08-06T13:13:03.518617Z,"[{""start"":57,""end"":60,""text"":""ses"",""labels"":[""positive""]},{""start"":78,""end"":85,""text"":""orjinal"",""labels"":[""positive""]},{""start"":168,""end"":172,""text"":""ses "",""labels"":[""positive""]}]","[{""start"":78,""end"":85,""text"":""orjinal"",""labels"":[""Orjinallik""]}]",35119.0,"[{""start"":57,""end"":60,""text"":""ses"",""labels"":[""Ses kalitesi""]},{""start"":168,""end"":172,""text"":""ses "",""labels"":[""Ses kalitesi""]}]",20.824,eş telefon uygun bir öde ol araştır yap ürün gayet güzel ses ver yeterli ürün orjinal kesinlikle söylediği bir ürün gönder tek tuş şe yap ayrıca xiaomi telefon öde seç ses güzel çık,2024-08-06T13:13:03.518617Z
3471.0,1.0,2024-08-06T13:13:03.519616Z,"[{""start"":57,""end"":63,""text"":""fiyat "",""labels"":[""positive""]},{""start"":63,""end"":73,""text"":""performans"",""labels"":[""positive""]},{""start"":46,""end"":52,""text"":""kalite"",""labels"":[""positive""]},{""start"":31,""end"":39,""text"":""garanti "",""labels"":[""positive""]}]","[{""start"":57,""end"":63,""text"":""fiyat "",""labels"":[""Fiyat""]},{""start"":31,""end"":39,""text"":""garanti "",""labels"":[""Satıcı""]}]",35120.0,"[{""start"":63,""end"":73,""text"":""performans"",""labels"":[""Performans""]},{""start"":46,""end"":52,""text"":""kalite"",""labels"":[""Performans""]}]",28.515,güzel kulaklık kullan ek 3 yıl garanti al ben kalite iyi fiyat performans ürün,2024-08-06T13:13:03.519616Z
3473.0,1.0,2024-08-06T13:13:03.519616Z,"[{""start"":0,""end"":5,""text"":""kablo"",""labels"":[""positive""]}]",,35122.0,"[{""start"":0,""end"":5,""text"":""kablo"",""labels"":[""Tasarım""]}]",9.407,kablo kulaklık ara favori 2 al sev kullan,2024-08-06T13:13:03.519616Z
3475.0,1.0,2024-08-06T13:13:03.519616Z,"[{""start"":5,""end"":15,""text"":"" kaliteli "",""labels"":[""positive""]}]",,35124.0,"[{""start"":5,""end"":15,""text"":"" kaliteli "",""labels"":[""Performans""]}]",4.289,gayet kaliteli tavsiye et,2024-08-06T13:13:03.519616Z
3476.0,1.0,2024-08-06T13:13:03.519616Z,"[{""start"":9,""end"":15,""text"":""kalite"",""labels"":[""positive""]}]",,35125.0,"[{""start"":9,""end"":15,""text"":""kalite"",""labels"":[""Performans""]}]",3.704,memnunuz kalite ak resmen,2024-08-06T13:13:03.519616Z
3477.0,1.0,2024-08-06T13:13:03.519616Z,"[{""start"":2,""end"":5,""text"":""ay "",""labels"":[""positive""]}]",,35126.0,"[{""start"":2,""end"":5,""text"":""ay "",""labels"":[""Pil Ömrü""]}]",8.86,4 ay kullan bir sorun yok iyi kullan bir şey olmuyor rahatlıkla al,2024-08-06T13:13:03.519616Z
3478.0,1.0,2024-08-06T13:13:03.519616Z,"[{""start"":0,""end"":6,""text"":""fiyat "",""labels"":[""positive""]}]","[{""start"":0,""end"":6,""text"":""fiyat "",""labels"":[""Fiyat""]}]",35127.0,,3.474,fiyat performance çabuk ulasti,2024-08-06T13:13:03.519616Z
3479.0,1.0,2024-08-06T13:13:03.519616Z,"[{""start"":16,""end"":28,""text"":""ses kalitesi"",""labels"":[""positive""]}]",,35128.0,"[{""start"":16,""end"":28,""text"":""ses kalitesi"",""labels"":[""Ses kalitesi""]}]",4.366,şahane bir ürün ses kalitesi harika iyi alois,2024-08-06T13:13:03.519616Z
3483.0,1.0,2024-08-06T13:13:03.519616Z,"[{""start"":5,""end"":15,""text"":"" kaliteli "",""labels"":[""positive""]},{""start"":24,""end"":33,""text"":""mikrofon "",""labels"":[""positive""]}]",,35132.0,"[{""start"":5,""end"":15,""text"":"" kaliteli "",""labels"":[""Performans""]},{""start"":24,""end"":33,""text"":""mikrofon "",""labels"":[""Mikrofon kalitesi""]}]",13.422,gayet kaliteli kulaklik mikrofon sorunsuz calisiyor,2024-08-06T13:13:03.519616Z
